,交易年份,土地位置建物門牌,屋齡,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,單價元平方公尺,修正地址
2734,110,臺北市中山區新生北路二段133巷18號四樓之6,41,1,1,1,有,185244,False
2741,110,臺北市中山區林森北路409號九樓之23,39,1,0,1,有,147203,False
2792,110,臺北市中山區復興北路66號十一樓之2,42,1,1,1,有,227979,False
2794,110,臺北市中山區錦州街50號八樓之6,37,1,0,1,有,134179,False
2835,110,臺北市中山區民生西路45巷5弄24號,51,1,1,1,無,297177,False
2839,110,臺北市中山區農安街8號十二樓之1,12,1,1,1,有,215517,False
2846,110,臺北市中山區新生北路二段40號十二樓,25,1,1,1,有,201301,False
2867,110,臺北市中山區龍江路356巷40號二樓,43,4,2,2,無,172414,False
2874,110,臺北市中山區新生北路三段56巷1號十一樓之3,40,1,1,1,有,181143,False
2939,110,臺北市中山區林森北路259巷9號七樓之1,37,1,1,1,有,164010,False
3077,110,臺北市中山區長安東路二段193號四樓,6,2,2,2,有,224011,False
3119,110,臺北市中山區錦州街187號二樓,48,3,2,2,無,214866,False
3122,110,臺北市中山區民族東路410巷2弄12號三樓,43,3,2,1,無,139288,False
3198,110,臺北市中山區農安街6號十三樓之7,12,1,1,1,有,211147,False
3283,110,臺北市中山區新生北路一段48號五樓,33,2,1,1,有,215877,False
3290,110,臺北市中山區林森北路107巷25號三樓之3,34,1,0,1,有,174227,False
3297,110,臺北市中山區新生北路二段141巷33號三樓,47,4,2,2,無,187213,False
3299,110,臺北市中山區林森北路413號八樓之2,37,2,2,1,有,149629,False
3327,110,臺北市中山區民生東路一段29號八樓之4,38,3,2,1,有,139984,False
3329,110,臺北市中山區建國北路二段6巷15號二樓,53,3,2,1,無,191157,False
3330,110,臺北市中山區建國北路三段107號四樓,41,4,2,2,無,143001,False
3379,110,臺北市中山區錦州街16號七樓之4,37,1,1,1,有,174459,False
3424,110,臺北市中山區松江路313巷12號三樓,40,3,2,2,有,204215,False
3426,110,臺北市中山區合江街73巷5號六樓,26,3,2,2,有,266335,False
3443,110,臺北市中山區雙城街43巷7號七樓之5,42,0,1,1,有,178571,False
3474,110,臺北市中山區南京東路三段106號十樓,1,0,0,0,有,406099,False
3479,110,臺北市中山區吉林路396號二樓,47,1,2,1,無,204692,False
3560,110,臺北市中山區林森北路655號八樓,17,1,1,1,有,193611,False
3562,110,臺北市中山區新生北路二段38號十六樓之6,25,3,2,1,有,251175,False
3563,110,臺北市中山區林森北路107巷43號三樓之4,29,1,1,1,有,167195,False
3596,110,臺北市中山區民權東路二段135巷30弄10號,43,1,1,2,無,260892,False
3598,110,臺北市中山區民生東路三段65巷2弄7號二樓,52,3,2,1,無,186927,False
3600,110,臺北市中山區吉林路456巷15號四樓,49,3,2,1,無,157506,False
3661,110,臺北市中山區新生北路三段57號,45,0,1,1,有,170659,False
3669,110,臺北市中山區南京東路二段108號十樓之22,11,1,1,1,有,306876,False
3672,110,臺北市中山區北安路805巷2號二樓之7,43,3,2,1,有,223912,False
3674,110,臺北市中山區錦州街340號三樓,36,5,2,2,有,195399,False
3679,110,臺北市中山區長春路258巷32號二樓之1,24,1,1,1,有,196634,False
3680,110,臺北市中山區合江街73巷8號五樓,39,3,2,2,有,237969,False
3707,110,臺北市中山區林森北路107巷46號三樓之1,36,3,2,2,有,161110,False
3745,110,臺北市中山區錦州街50號九樓之9,37,1,1,1,有,129424,False
3749,110,臺北市中山區松江路194巷10號五樓,28,1,1,1,無,231986,False
3786,110,臺北市中山區北安路841巷30號四樓,33,3,2,2,無,193032,False
3789,110,臺北市中山區中山北路二段11巷11之1號四樓之2,42,1,1,1,無,212466,False
3790,110,臺北市中山區吉林路393巷8號三樓,48,3,2,1,無,194522,False
3791,110,臺北市中山區中山北路二段11巷11之1號四樓之3,42,1,1,1,無,211957,False
3802,110,臺北市中山區建國北路一段150號十二樓之8,11,1,2,1,有,281759,False
3805,110,臺北市中山區中山北路一段83巷36號五樓之2,13,1,1,1,有,229873,False
3857,110,臺北市中山區民生東路二段127巷5號四樓,45,4,2,2,無,157340,False
3859,110,臺北市中山區龍江路397巷4號,37,3,2,2,無,272066,False
3896,110,臺北市中山區農安街125巷7號三樓,50,3,2,1,無,190039,False
3899,110,臺北市中山區新生北路三段61號四樓之6,45,2,2,2,有,132436,False
3900,110,臺北市中山區南京東路一段13巷7弄2之6號四樓,53,3,0,3,無,151317,False
3901,110,臺北市中山區復興北路214號七樓之3,35,3,2,2,有,220920,False
3934,110,臺北市中山區林森北路409號十一樓之39,39,0,0,0,有,148340,False
3961,110,臺北市中山區中山北路一段101號十樓,12,3,2,3,有,234536,False
3980,110,臺北市中山區吉林路461巷22號五樓,37,3,2,2,無,190029,False
4056,110,臺北市中山區建國北路三段74號八樓,35,2,2,1,有,187916,False
4057,110,臺北市中山區民生東路二段115巷25弄6號,55,11,0,11,無,190200,False
4059,110,臺北市中山區吉林路22巷23號五樓之1,44,4,2,2,有,185741,False
4092,110,臺北市中山區德惠街182號五樓之1,38,2,2,2,無,193025,False
4136,110,臺北市中山區合江街17巷15號六樓之5,28,2,1,1,有,213990,False
4138,110,臺北市中山區合江街58巷20號三樓,18,2,2,2,有,227422,False
4139,110,臺北市中山區新生北路三段1號九樓之22,40,0,0,0,有,174672,False
4165,110,臺北市中山區松江路506號四樓之3,37,3,2,2,有,207301,False
4169,110,臺北市中山區松江路150巷26之1號五樓,41,3,2,1,無,216390,False
4170,110,臺北市中山區林森北路409號八樓之34,39,1,1,1,有,141664,False
4171,110,臺北市中山區中山北路一段53巷8號十一樓之8,13,1,1,1,有,250855,False
4181,110,臺北市中山區新生北路二段68巷15號二樓之2,13,1,1,1,有,198561,False
4199,110,臺北市中山區錦州街110號二樓,37,3,2,1,有,155866,False
4202,110,臺北市中山區五常街83號,44,0,1,1,無,279627,False
4207,110,臺北市中山區中山北路一段135巷29號,53,0,1,1,無,354671,False
4254,110,臺北市中山區吉林路315巷21號三樓,50,4,1,1,無,180202,False
4280,110,臺北市中山區新生北路一段108之3號十樓之6,43,1,0,1,有,212286,False
4281,110,臺北市中山區龍江路298巷23號十樓之1,33,3,2,2,有,247133,False
4319,110,臺北市中山區中原街34號二樓,47,4,2,2,無,196041,False
4346,110,臺北市中山區新生北路一段108之3號十樓之2,43,1,1,1,有,138547,False
4381,110,臺北市中山區中山北路一段105巷10號六樓之3,39,2,1,1,有,173822,False
4382,110,臺北市中山區林森北路259巷9號四樓之15,37,1,1,1,有,172964,False
4383,110,臺北市中山區林森北路416巷1號二樓之2,45,1,1,1,有,167936,False
4437,110,臺北市中山區民生東路一段77號十樓之7,29,2,1,1,有,147808,False
4438,110,臺北市中山區錦州街113號四樓,53,4,0,4,無,221381,False
4442,110,臺北市中山區新生北路三段74號十一樓之1,39,1,1,1,有,166320,False
4473,110,臺北市中山區林森北路655號五樓,17,0,0,0,有,180703,False
4514,110,臺北市中山區五常街93號二樓,35,3,2,2,有,217706,False
4515,110,臺北市中山區松江路156巷10號二樓之1,20,1,1,1,有,256773,False
4548,110,臺北市中山區龍江路37巷9號,52,2,1,1,無,332231,False
4550,110,臺北市中山區民生東路二段83號六樓之35,41,1,1,1,有,158798,False
4551,110,臺北市中山區民權東路三段72號四樓之2,35,3,2,2,有,216270,False
4552,110,臺北市中山區長春路28號六樓之2,11,1,1,1,有,267156,False
4554,110,臺北市中山區建國北路一段150號十樓之10,11,0,0,0,有,284771,False
4601,110,臺北市中山區北安路841巷26弄7號五樓,33,3,2,2,無,172997,False
4603,110,臺北市中山區建國北路二段35號八樓之1,33,1,1,1,有,231044,False
4608,110,臺北市中山區復興北路402巷14號四樓,37,2,2,2,有,236635,False
4675,110,臺北市中山區合江街73巷5號六樓之1,26,3,2,2,有,262797,False
4679,110,臺北市中山區長安東路二段80號八樓之4,40,4,1,1,有,216948,False
4744,110,臺北市中山區民權東路二段146號十一樓之3,39,2,2,1,有,241439,False
4746,110,臺北市中山區五常街63號三樓,44,3,1,1,無,204778,False
4776,110,臺北市中山區林森北路85巷11號二樓之5,34,2,1,1,有,205296,False
4777,110,臺北市中山區長春路247號九樓之3,13,1,1,1,有,248298,False
4828,110,臺北市中山區民生東路二段90巷8號三樓,52,3,2,2,無,206293,False
4831,110,臺北市中山區農安街19號三樓之9,18,1,1,1,有,205279,False
4832,110,臺北市中山區新生北路二段68巷30號二樓之13,43,2,2,1,有,164897,False
4882,110,臺北市中山區吉林路22巷8號,47,0,0,0,有,272903,False
4946,110,臺北市中山區林森北路306號十樓之8,18,1,1,1,有,209917,False
4947,110,臺北市中山區錦州街418巷6號三樓,45,3,2,2,無,173540,False
4951,110,臺北市中山區雙城街43巷7號六樓之7,42,0,0,0,有,170732,False
4952,110,臺北市中山區民生東路一段54號八樓之7,36,1,1,1,有,164960,False
4953,110,臺北市中山區長春路100號十一樓之11,46,2,1,1,有,219449,False
4989,110,臺北市中山區北安路805巷2號五樓之3,43,3,1,1,有,253988,False
5025,110,臺北市中山區林森北路105號九樓之2,40,2,1,1,有,166227,False
5031,110,臺北市中山區大直街34巷5號二樓,35,0,1,1,無,214269,False
5049,110,臺北市中山區錦州街50號五樓之24,37,1,1,1,有,141245,False
5050,110,臺北市中山區林森北路107巷82號五樓,27,1,1,1,有,167384,False
5097,110,臺北市中山區龍江路329號七樓,35,5,2,2,有,270022,False
5111,110,臺北市中山區民權東路二段71巷18號四樓,53,2,1,1,無,210205,False
5117,110,臺北市中山區中山北路一段121巷25號三樓,50,2,1,1,無,151210,False
5119,110,臺北市中山區新生北路二段68巷15號十二樓之2,13,1,1,1,有,229277,False
5122,110,臺北市中山區新生北路二段70之1號十樓之2,24,1,1,1,有,173822,False
5168,110,臺北市中山區龍江路331巷8號三樓,46,3,2,2,無,172601,False
5191,110,臺北市中山區新生北路三段82巷17號五樓,39,3,2,2,無,180505,False
5192,110,臺北市中山區新生北路二段96號十一樓之20,39,0,1,1,有,164138,False
5193,110,臺北市中山區林森北路399巷21號九樓之2,37,2,1,1,有,166403,False
5251,110,臺北市中山區復興北路214號三樓之3,35,3,2,2,有,238954,False
5256,110,臺北市中山區中山北路一段72號八樓之9,35,2,2,1,有,180596,False
5264,110,臺北市中山區合江街130巷27號三樓,51,3,2,2,無,204520,False
5336,110,臺北市中山區新生北路三段87巷11號四樓,1,2,1,1,有,191914,False
5341,110,臺北市中山區德惠街3巷1號二樓之1,15,1,1,1,有,230071,False
5401,110,臺北市中山區中山北路二段115巷38號四樓,48,2,1,1,無,162056,False
5402,110,臺北市中山區大直街129號五樓,35,7,1,4,無,194617,False
5420,110,臺北市中山區德惠街34號十樓之6,42,1,1,1,有,184397,False
5458,110,臺北市中山區松江路76號十二樓,37,0,0,0,有,237747,False
5463,110,臺北市中山區新生北路三段12號十一樓,9,0,1,1,有,241859,False
5467,110,臺北市中山區林森北路96號八樓之7,39,1,1,1,有,182796,False
5469,110,臺北市中山區樂群二路176號二樓,21,3,2,2,有,186822,False
5478,110,臺北市中山區林森北路102號十樓之2,33,1,1,1,有,173724,False
5503,110,臺北市中山區林森北路85巷86號五樓,50,2,2,2,有,165034,False
5516,110,臺北市中山區民族東路410巷17號二樓,45,4,2,2,無,147508,False
5517,110,臺北市中山區德惠街45號七樓之13,42,0,0,0,有,108680,False
5521,110,臺北市中山區五常街31號三樓之1,5,2,1,1,有,280441,False
5588,110,臺北市中山區復興北路516號六樓之2,38,3,2,2,有,209568,False
5590,110,臺北市中山區龍江路345巷8號五樓,42,3,2,2,無,134355,False
5591,110,臺北市中山區雙城街49巷12號四樓之3,32,1,1,1,有,184894,False
5631,110,臺北市中山區民生東路一段54號十樓之3,36,1,1,1,有,165405,False
5636,110,臺北市中山區興安街91號七樓之2,35,3,2,2,有,239391,False
5638,110,臺北市中山區林森北路409號十二樓之4,39,2,2,1,有,137363,False
5643,110,臺北市中山區民權東路三段16號六樓之1,25,3,2,2,有,250367,False
5653,110,臺北市中山區錦州街157巷15號四樓,43,4,2,2,無,150943,False
5692,110,臺北市中山區北安路639號五樓,35,2,2,2,無,201176,False
5697,110,臺北市中山區錦州街30巷11號十樓之5,42,1,1,1,有,154611,False
5703,110,臺北市中山區錦州街50號九樓之27,37,1,0,1,有,145114,False
5705,110,臺北市中山區林森北路483號二樓之3,18,1,1,1,有,194105,False
5753,110,臺北市中山區新生北路一段41號八樓,37,3,2,2,有,210149,False
5771,110,臺北市中山區復興北路514巷53號四樓,45,5,3,2,無,176830,False
5773,110,臺北市中山區雙城街19巷8號五樓之8,13,2,1,1,有,186765,False
5807,110,臺北市中山區新生北路三段93巷31號二樓,52,2,1,1,無,147116,False
5811,110,臺北市中山區新生北路三段1號十二樓之14,40,1,1,1,有,181575,False
5946,110,臺北市中山區新生北路二段28巷1號七樓之4,32,2,2,1,有,213548,False
