,交易年份,屋齡,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,HOSPITAL_COUNT,CSTORE_COUNT,NEAR_UNIVERSITY,NEAR_FIRESTATION,NEAR_FUEL,NEAR_LIBRARY,NEAR_MARKET,PARK_AREA,PARKING_AREA,TEMPLE_COUNT,NEAR_POLICE,NEAR_SCHOOL,NEAR_STATION,單價元平方公尺
181,111,56,3,1,1,0,65.0,25.0,0.0,0.0,0.0,1.0,1.0,12077.951875345929,3706.3753685917018,10,0.0,1.0,1.0,306301
182,111,41,0,0,0,1,74.0,40.0,0.0,1.0,1.0,0.0,0.0,22054.70073876633,13137.431555518933,27,1.0,1.0,0.0,125612
183,111,26,1,0,1,1,10.0,15.0,0.0,1.0,1.0,1.0,1.0,6391.383315508163,9872.007304660252,5,1.0,1.0,0.0,124468
184,111,36,2,2,1,1,67.0,23.0,1.0,0.0,0.0,0.0,1.0,38120.94807394498,4017.5872350904624,3,1.0,1.0,1.0,264370
185,111,40,1,1,2,1,49.0,31.0,0.0,0.0,1.0,1.0,1.0,51755.990017727774,31424.80981214759,8,1.0,1.0,0.0,167904
186,111,41,1,1,1,1,70.0,28.0,0.0,0.0,1.0,1.0,1.0,13237.082634588485,5145.8745725423,16,1.0,1.0,1.0,199344
187,111,52,3,1,3,0,44.0,15.0,1.0,0.0,1.0,1.0,1.0,37229.29719319275,8132.849947604601,9,1.0,1.0,1.0,289394
188,111,22,3,2,2,1,67.0,42.0,0.0,0.0,0.0,1.0,1.0,52128.39419292253,28102.913110281508,12,1.0,1.0,1.0,241023
189,111,22,0,0,0,1,65.0,42.0,0.0,0.0,0.0,1.0,1.0,51090.14487359642,28734.54590810792,13,1.0,1.0,1.0,241129
190,111,1,1,1,1,1,76.0,31.0,0.0,1.0,1.0,0.0,1.0,11568.909811301077,8590.495198940405,14,1.0,1.0,1.0,474440
191,111,43,2,1,1,1,86.0,35.0,0.0,1.0,0.0,1.0,1.0,19814.509153952004,2328.974544787933,10,1.0,1.0,1.0,252101
192,111,38,3,2,2,0,16.0,13.0,0.0,1.0,1.0,0.0,1.0,54927.84680313143,31458.439745053318,5,1.0,1.0,0.0,125348
193,111,38,2,2,1,1,62.0,24.0,1.0,0.0,0.0,0.0,1.0,73010.00997349675,29893.15081154974,2,0.0,1.0,1.0,246187
194,111,43,2,2,1,0,16.0,14.0,0.0,1.0,1.0,0.0,1.0,69898.90261171828,32592.63687946432,5,1.0,1.0,0.0,152828
195,111,40,1,1,1,1,48.0,21.0,1.0,0.0,0.0,0.0,1.0,31181.820986696355,2982.396956371549,22,0.0,1.0,1.0,242494
196,111,34,3,2,2,1,16.0,18.0,0.0,1.0,1.0,1.0,1.0,55298.369662043435,32351.020616531936,6,1.0,0.0,0.0,197160
197,111,42,3,2,2,0,39.0,15.0,1.0,1.0,1.0,1.0,1.0,9424.123142573195,7167.518637464322,7,1.0,1.0,1.0,183805
198,111,41,3,2,2,0,34.0,20.0,1.0,1.0,1.0,1.0,1.0,8007.44403443671,16402.02057367133,6,1.0,1.0,0.0,163211
199,111,35,0,1,1,1,37.0,15.0,1.0,1.0,1.0,1.0,1.0,5192.6476437897845,9970.83202536477,11,1.0,1.0,0.0,250633
200,111,49,1,2,1,1,72.0,47.0,0.0,1.0,1.0,0.0,1.0,55602.05259243422,19691.726373241963,23,1.0,0.0,1.0,217577
201,111,26,1,0,1,1,10.0,15.0,0.0,1.0,1.0,1.0,1.0,6391.383315508163,9872.007304660252,5,1.0,1.0,0.0,146199
202,111,34,1,1,1,1,35.0,15.0,1.0,1.0,1.0,1.0,1.0,6812.598083202088,12918.099551244408,7,1.0,1.0,1.0,200490
203,111,39,4,2,2,1,68.0,28.0,1.0,0.0,0.0,0.0,1.0,46293.507858052326,13309.896293835673,3,0.0,1.0,1.0,209624
204,111,46,3,2,2,1,62.0,43.0,0.0,0.0,1.0,0.0,0.0,49059.51726915764,27602.647422527603,13,0.0,1.0,0.0,186672
205,111,38,1,1,1,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,184779
206,111,14,1,2,1,1,63.0,36.0,0.0,0.0,0.0,1.0,1.0,52236.03956591535,30546.34295183943,11,1.0,1.0,0.0,255195
207,111,43,1,1,1,1,37.0,30.0,0.0,1.0,0.0,1.0,1.0,5424.976522144296,10692.60923425565,9,0.0,1.0,1.0,175084
208,111,53,2,1,1,0,72.0,29.0,0.0,0.0,0.0,1.0,1.0,10373.071903686974,6191.991937917475,11,1.0,1.0,1.0,256898
209,111,41,1,0,1,1,56.0,34.0,0.0,0.0,1.0,0.0,0.0,49553.76192012253,27802.248167257505,8,1.0,1.0,0.0,169600
210,111,38,1,1,1,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,150555
211,111,38,2,2,1,1,76.0,39.0,0.0,1.0,1.0,1.0,1.0,15084.285360745062,8377.677286626835,26,1.0,1.0,1.0,166591
212,111,34,1,0,1,1,53.0,32.0,0.0,0.0,1.0,0.0,0.0,49658.33595085861,29350.91109310395,8,1.0,1.0,0.0,202336
213,111,6,2,2,1,1,66.0,36.0,0.0,1.0,1.0,0.0,0.0,50336.25698175735,25861.65818017014,20,1.0,1.0,0.0,283925
214,111,38,1,1,1,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,153196
215,111,56,2,1,1,0,44.0,27.0,0.0,0.0,1.0,1.0,1.0,10681.59937782181,14932.569936603246,10,1.0,1.0,0.0,192008
216,111,39,4,2,2,1,70.0,24.0,0.0,0.0,1.0,1.0,1.0,12135.851342014505,3746.4870880704134,15,1.0,1.0,1.0,222571
217,111,35,3,2,2,0,16.0,12.0,0.0,1.0,1.0,0.0,1.0,70201.10371279718,32141.73475024885,5,1.0,1.0,0.0,180523
218,111,38,3,2,2,1,50.0,25.0,1.0,0.0,0.0,1.0,1.0,49029.353752626295,24051.223985460954,6,0.0,1.0,1.0,226757
219,111,33,1,0,1,1,86.0,33.0,1.0,0.0,0.0,1.0,1.0,15773.531896028966,4490.71575372728,4,0.0,1.0,1.0,238400
220,111,45,5,0,5,0,18.0,20.0,0.0,1.0,1.0,1.0,1.0,28435.906461077007,22137.75477652998,4,1.0,1.0,0.0,172421
221,111,40,3,2,2,0,45.0,27.0,1.0,0.0,0.0,1.0,1.0,13101.716290319635,10393.762069344324,11,1.0,1.0,0.0,189974
222,111,36,3,2,1,1,81.0,37.0,1.0,0.0,0.0,1.0,1.0,19056.107647093835,5393.82809966377,4,0.0,0.0,1.0,251072
223,111,37,3,2,2,1,35.0,26.0,0.0,1.0,1.0,1.0,1.0,70805.65225537616,32346.002481030817,4,1.0,0.0,0.0,167517
224,111,40,2,2,1,1,56.0,27.0,0.0,0.0,1.0,1.0,1.0,43236.748016625745,27652.641810232893,6,0.0,0.0,1.0,260376
225,111,3,1,1,1,1,80.0,47.0,0.0,1.0,0.0,1.0,1.0,26960.949555580664,7591.810356981544,26,1.0,1.0,1.0,296646
226,111,38,1,1,1,1,47.0,34.0,1.0,0.0,0.0,1.0,1.0,42471.829115648565,3981.342404282731,13,0.0,1.0,1.0,180026
227,111,26,2,2,1,1,70.0,41.0,0.0,0.0,1.0,0.0,0.0,50611.91488581051,24641.1440009007,13,1.0,1.0,0.0,225499
228,111,51,2,2,1,0,55.0,36.0,0.0,0.0,1.0,1.0,1.0,51581.21211872469,28712.023113103605,9,1.0,1.0,0.0,175815
229,111,22,3,2,2,1,12.0,9.0,0.0,1.0,0.0,0.0,0.0,205330.7739077986,25944.186422614588,2,0.0,1.0,0.0,192976
230,111,49,2,2,2,1,72.0,47.0,0.0,1.0,1.0,0.0,1.0,55602.05259243422,19691.726373241963,23,1.0,0.0,1.0,237801
231,111,45,3,1,1,0,23.0,18.0,0.0,1.0,1.0,0.0,1.0,73090.78080486438,33347.6486225476,5,1.0,1.0,0.0,316456
232,111,19,1,1,1,1,84.0,44.0,0.0,1.0,0.0,1.0,1.0,13202.295775595248,7103.750239745609,22,1.0,1.0,1.0,237125
233,111,41,1,0,1,1,67.0,41.0,0.0,1.0,1.0,0.0,0.0,54080.74520840983,25340.20057261368,15,1.0,1.0,0.0,163530
234,111,53,2,1,1,0,67.0,25.0,0.0,1.0,0.0,1.0,1.0,10569.06823600507,6642.986228308408,17,1.0,1.0,1.0,319608
235,111,42,0,0,0,1,89.0,31.0,1.0,0.0,0.0,1.0,1.0,19852.541921328408,3736.6669314277215,9,0.0,1.0,1.0,246871
236,111,41,2,1,1,1,44.0,20.0,1.0,1.0,1.0,0.0,1.0,6404.449815096791,8325.941312754954,11,1.0,1.0,1.0,238312
237,111,51,2,0,2,1,44.0,29.0,0.0,0.0,1.0,1.0,1.0,34342.85729295132,28341.46233615078,7,1.0,1.0,0.0,185315
238,111,45,5,0,5,0,20.0,25.0,1.0,1.0,0.0,1.0,1.0,10370.554561855826,13470.035337000822,7,0.0,1.0,0.0,191888
239,111,42,3,2,2,1,54.0,24.0,1.0,0.0,0.0,0.0,1.0,76381.26503239926,27159.874616777888,4,0.0,1.0,1.0,231001
240,111,39,1,2,1,1,79.0,30.0,1.0,0.0,0.0,0.0,1.0,10091.280098548126,1730.9455676903542,5,0.0,1.0,1.0,274120
241,111,10,1,1,1,1,58.0,24.0,1.0,0.0,0.0,1.0,1.0,73661.36615583181,29035.26361512346,2,0.0,1.0,0.0,234726
242,111,41,2,1,1,1,61.0,32.0,0.0,0.0,1.0,1.0,1.0,52269.219039928146,35473.51020870167,9,1.0,0.0,0.0,177661
243,111,32,0,1,1,1,40.0,17.0,1.0,1.0,1.0,0.0,1.0,7016.273588964251,8737.930040814483,11,1.0,1.0,0.0,266759
244,111,40,5,5,5,0,85.0,34.0,0.0,1.0,0.0,1.0,1.0,20326.235220884897,2424.7169097714923,11,1.0,1.0,1.0,206348
245,111,46,2,1,1,1,83.0,42.0,0.0,1.0,1.0,1.0,1.0,23883.088997796156,8377.677283490286,27,1.0,1.0,1.0,181132
246,111,38,1,1,1,1,76.0,39.0,0.0,1.0,1.0,1.0,1.0,15084.285360745062,8377.677286626835,26,1.0,1.0,1.0,182882
247,111,38,1,1,1,1,69.0,37.0,0.0,1.0,1.0,1.0,1.0,13451.415072314789,8802.016345016455,23,1.0,1.0,1.0,181514
248,111,44,3,1,2,1,36.0,30.0,0.0,1.0,0.0,1.0,1.0,6514.986682450388,10077.222280737835,7,0.0,1.0,1.0,185228
249,111,48,0,1,1,1,59.0,32.0,0.0,1.0,1.0,1.0,1.0,53403.26904316097,32116.603728584494,11,1.0,1.0,1.0,190282
250,111,7,1,1,1,1,85.0,35.0,0.0,1.0,0.0,1.0,1.0,18418.243656925388,2927.8943313322643,10,1.0,1.0,1.0,277561
251,111,40,1,0,1,1,60.0,26.0,1.0,0.0,0.0,1.0,1.0,14120.832720136716,6073.542053482297,7,1.0,1.0,1.0,186694
252,111,40,2,2,1,1,53.0,26.0,1.0,0.0,0.0,0.0,1.0,72403.49131754931,29028.830163257055,3,0.0,1.0,1.0,243929
253,111,33,1,1,1,1,48.0,30.0,0.0,0.0,1.0,1.0,1.0,51755.990017727774,30645.282288201397,8,1.0,1.0,0.0,170751
254,111,44,2,2,1,1,45.0,32.0,1.0,0.0,0.0,0.0,1.0,71222.70446136378,4854.441868552396,12,0.0,1.0,1.0,187527
255,111,37,3,2,2,1,67.0,24.0,0.0,1.0,1.0,1.0,0.0,11275.004499025617,7849.246782978318,11,1.0,1.0,1.0,188663
256,111,40,1,1,1,1,33.0,28.0,1.0,1.0,0.0,1.0,1.0,4244.665701975889,10805.45045298379,10,0.0,1.0,1.0,211506
257,111,44,2,1,1,0,73.0,38.0,0.0,1.0,1.0,0.0,0.0,14124.357227380735,8668.050160429882,26,1.0,1.0,1.0,185395
258,111,26,0,0,0,1,25.0,25.0,0.0,1.0,0.0,1.0,0.0,7735.104268370208,6820.852743357171,4,0.0,1.0,0.0,159462
259,111,44,1,1,1,1,36.0,30.0,0.0,1.0,0.0,1.0,1.0,6514.986682450388,10077.222280737835,7,0.0,1.0,1.0,173980
260,111,18,1,0,1,1,25.0,22.0,1.0,1.0,0.0,1.0,1.0,41380.50642508228,10659.293119623148,8,0.0,1.0,0.0,209659
261,111,45,3,2,2,1,62.0,29.0,0.0,1.0,1.0,0.0,1.0,27670.224600381644,17983.325716143863,19,1.0,1.0,0.0,185295
262,111,40,3,2,1,1,72.0,39.0,0.0,1.0,1.0,1.0,1.0,16480.876856731116,8377.677283490286,27,1.0,1.0,1.0,125803
263,111,41,3,2,1,0,20.0,24.0,1.0,1.0,0.0,1.0,1.0,10280.106593406075,11289.892414706075,7,0.0,1.0,0.0,182068
264,111,44,1,1,1,1,36.0,30.0,0.0,1.0,0.0,1.0,1.0,6514.986682450388,10077.222280737835,7,0.0,1.0,1.0,189445
265,111,45,1,1,1,1,70.0,49.0,0.0,1.0,1.0,0.0,1.0,41065.680688095665,11610.47028258315,25,1.0,1.0,1.0,179929
266,111,45,3,2,2,0,22.0,22.0,1.0,1.0,0.0,1.0,1.0,30543.26430712359,12817.690128201308,7,0.0,1.0,0.0,189983
267,111,42,2,2,1,1,71.0,42.0,0.0,0.0,1.0,0.0,0.0,52312.96572896801,25115.465919064958,14,0.0,1.0,0.0,173871
268,111,43,4,2,2,1,67.0,26.0,0.0,0.0,1.0,1.0,1.0,12204.963053221516,4721.232659405031,16,1.0,1.0,1.0,198210
269,111,8,0,0,0,1,17.0,16.0,0.0,1.0,1.0,0.0,0.0,23970.095799528703,35637.40205258905,2,0.0,1.0,0.0,704831
270,111,8,0,0,0,1,17.0,16.0,0.0,1.0,1.0,0.0,0.0,23532.251993544454,32341.01017558951,1,0.0,1.0,0.0,704855
271,111,36,3,2,2,1,82.0,36.0,1.0,0.0,0.0,0.0,1.0,18335.11100653354,5534.897658044434,4,0.0,0.0,1.0,230841
272,111,40,1,1,1,1,69.0,38.0,0.0,1.0,1.0,1.0,1.0,14045.476914288038,9093.784396487285,27,1.0,1.0,1.0,188061
273,111,44,1,1,1,1,36.0,30.0,0.0,1.0,0.0,1.0,1.0,6514.986682450388,10077.222280737835,7,0.0,1.0,1.0,179793
274,111,42,2,1,1,1,61.0,21.0,0.0,1.0,1.0,0.0,1.0,10380.945719798961,5667.221162522772,16,1.0,1.0,1.0,197027
275,111,41,3,2,2,0,13.0,11.0,0.0,0.0,0.0,0.0,1.0,20510.7448855173,2754.7212717060956,6,0.0,1.0,0.0,186907
276,110,13,1,1,1,1,65.0,27.0,0.0,0.0,1.0,1.0,1.0,12076.421534019628,8863.352896517797,15,1.0,1.0,1.0,286768
277,111,38,1,1,1,1,71.0,38.0,0.0,1.0,1.0,1.0,1.0,13869.266493645337,8584.307459458376,24,1.0,1.0,1.0,133386
278,111,7,2,2,2,1,65.0,29.0,0.0,1.0,1.0,1.0,0.0,9797.68611798375,7477.836804478614,11,1.0,1.0,1.0,257612
279,111,37,9,0,9,1,66.0,48.0,0.0,1.0,1.0,0.0,1.0,31902.65384967706,10014.241583520386,26,1.0,1.0,1.0,128955
280,111,44,3,2,1,0,19.0,17.0,0.0,1.0,1.0,0.0,1.0,72125.35082702788,32975.611428017466,5,1.0,1.0,0.0,150150
281,111,36,3,2,2,1,40.0,29.0,0.0,1.0,1.0,1.0,1.0,75007.1723248753,31053.395390892827,3,1.0,1.0,0.0,175147
282,111,54,3,2,2,0,65.0,38.0,0.0,0.0,1.0,0.0,1.0,50868.65639364236,28318.824392224888,11,1.0,1.0,1.0,207974
283,111,41,1,1,1,1,53.0,39.0,0.0,1.0,0.0,1.0,1.0,9327.368972440507,5973.1540755210135,16,1.0,1.0,1.0,187755
284,111,27,1,1,1,1,66.0,42.0,1.0,1.0,0.0,1.0,1.0,12259.765669927552,7824.050064609662,21,1.0,1.0,1.0,194974
285,111,45,1,1,1,1,70.0,49.0,0.0,1.0,1.0,0.0,1.0,41065.680688095665,11610.47028258315,25,1.0,1.0,1.0,187784
286,111,34,2,1,1,1,35.0,14.0,1.0,1.0,1.0,1.0,1.0,6924.676542052079,12576.974796142038,6,1.0,1.0,1.0,235376
287,111,54,3,1,3,0,37.0,27.0,0.0,1.0,0.0,1.0,0.0,9392.768188993085,10119.148029744792,6,0.0,1.0,1.0,267109
288,111,13,1,1,1,1,49.0,34.0,1.0,0.0,0.0,1.0,1.0,32775.4365343856,4328.60436689008,13,0.0,1.0,1.0,234166
289,111,51,3,2,2,0,22.0,22.0,0.0,1.0,1.0,1.0,1.0,8199.945526634703,11945.597460262481,4,1.0,1.0,0.0,179300
290,111,38,3,2,1,0,46.0,23.0,0.0,1.0,1.0,0.0,1.0,7282.581499977934,7042.418822953286,8,1.0,1.0,1.0,303590
291,111,43,4,0,4,1,60.0,23.0,0.0,1.0,1.0,1.0,1.0,12334.610495378656,5127.440308783292,20,1.0,1.0,1.0,187482
292,111,32,0,1,1,1,40.0,17.0,1.0,1.0,1.0,0.0,1.0,7016.273588964251,8737.930040814483,11,1.0,1.0,0.0,227076
293,111,45,2,2,1,0,91.0,41.0,0.0,0.0,0.0,1.0,1.0,31713.904560537892,5236.288155811377,20,1.0,1.0,1.0,212854
294,111,41,5,0,5,0,50.0,30.0,0.0,0.0,1.0,0.0,1.0,45591.71756689819,30986.535002798206,8,1.0,1.0,0.0,146888
295,111,38,3,2,2,0,36.0,11.0,1.0,0.0,1.0,1.0,0.0,16312.639371525205,6383.111607561371,9,0.0,1.0,1.0,230920
296,111,40,2,2,1,1,72.0,39.0,0.0,1.0,1.0,1.0,1.0,16480.876856731116,8377.677283490286,27,1.0,1.0,1.0,161290
297,111,44,3,2,2,0,28.0,18.0,0.0,0.0,1.0,0.0,1.0,72868.72361844314,32890.80965609576,5,0.0,1.0,0.0,171126
298,111,38,4,1,1,1,53.0,34.0,0.0,0.0,1.0,0.0,0.0,49800.620536301,28404.50934205476,8,1.0,1.0,0.0,151181
299,111,46,3,2,2,0,85.0,32.0,1.0,0.0,0.0,0.0,1.0,9245.780414860159,1734.084648564535,4,0.0,1.0,1.0,196098
300,111,39,0,0,0,1,21.0,19.0,0.0,1.0,1.0,1.0,1.0,72085.78510690921,32795.0065265668,5,1.0,1.0,0.0,186565
301,111,42,0,0,0,1,75.0,33.0,0.0,0.0,0.0,0.0,1.0,17890.589667098826,7187.349021505988,11,1.0,1.0,1.0,227618
302,111,42,0,0,0,1,75.0,33.0,0.0,0.0,0.0,0.0,1.0,17890.589667098826,7187.349021505988,11,1.0,1.0,1.0,229834
303,111,40,1,1,1,1,33.0,28.0,1.0,1.0,0.0,1.0,1.0,4244.665701975889,10805.45045298379,10,0.0,1.0,1.0,175498
304,111,11,1,1,1,1,82.0,34.0,1.0,0.0,0.0,1.0,1.0,32057.495595701857,5817.9126905466255,19,1.0,1.0,1.0,260518
305,111,48,0,1,1,1,59.0,32.0,0.0,1.0,1.0,1.0,1.0,53403.26904316097,32116.603728584494,11,1.0,1.0,1.0,187391
306,111,34,2,2,1,1,54.0,23.0,0.0,0.0,1.0,0.0,1.0,12639.870048790304,8949.486798764454,11,1.0,1.0,0.0,231961
307,111,39,1,1,1,1,65.0,28.0,0.0,1.0,1.0,1.0,0.0,10230.535508671508,7551.69996937111,10,1.0,1.0,1.0,263857
308,111,5,0,0,0,1,38.0,10.0,1.0,0.0,1.0,1.0,0.0,30556.859363410917,20335.09334351391,10,0.0,1.0,0.0,217178
309,111,36,2,2,2,1,83.0,32.0,1.0,0.0,0.0,0.0,1.0,12755.979152638196,4063.9674578435624,4,0.0,1.0,1.0,253010
310,111,46,4,2,1,0,43.0,13.0,1.0,0.0,1.0,1.0,0.0,26671.958226750965,20142.043304925795,8,0.0,1.0,1.0,207275
311,111,49,3,2,2,1,79.0,42.0,1.0,1.0,0.0,1.0,1.0,21081.310139598023,8869.746693043939,23,1.0,1.0,1.0,148350
312,111,34,3,2,2,1,54.0,23.0,0.0,0.0,1.0,0.0,1.0,12639.870048790304,8949.486798764454,11,1.0,1.0,0.0,222471
313,111,26,2,1,1,1,73.0,43.0,0.0,0.0,1.0,0.0,0.0,50373.011207315445,24522.778707547946,13,1.0,1.0,0.0,265157
314,111,14,1,1,1,1,66.0,37.0,0.0,1.0,1.0,0.0,0.0,35572.78488826006,20485.228830192238,23,1.0,1.0,0.0,232489
315,111,44,0,2,2,0,52.0,20.0,1.0,0.0,0.0,0.0,1.0,57618.04204488109,15830.290581808018,3,1.0,1.0,1.0,322992
316,110,4,0,0,0,1,60.0,25.0,1.0,0.0,0.0,1.0,1.0,32576.92230129881,3768.908974036224,21,0.0,1.0,1.0,347164
317,110,31,3,2,2,1,28.0,20.0,1.0,1.0,0.0,1.0,1.0,62414.4672983143,5999.374641965815,7,0.0,1.0,0.0,189304
318,110,13,1,1,1,1,40.0,17.0,0.0,0.0,0.0,0.0,1.0,42016.98675992089,9781.860156123756,3,1.0,1.0,1.0,259330
319,110,51,3,2,2,0,46.0,24.0,1.0,0.0,0.0,1.0,1.0,72261.99796033696,29709.682408305976,3,0.0,1.0,0.0,154143
320,110,36,1,0,1,1,52.0,37.0,0.0,0.0,1.0,0.0,1.0,46874.59125430338,27723.862439390683,8,1.0,1.0,0.0,171664
321,110,48,1,1,1,0,72.0,47.0,0.0,1.0,1.0,0.0,1.0,55602.05259243422,19691.726373241963,23,1.0,0.0,1.0,185435
322,110,39,5,3,3,1,70.0,28.0,1.0,0.0,0.0,0.0,1.0,40182.292072486605,11061.307304169479,1,0.0,1.0,1.0,232576
323,110,35,2,2,1,1,82.0,38.0,1.0,0.0,0.0,1.0,1.0,19346.792279964895,5989.805617336398,3,0.0,0.0,1.0,229639
324,110,37,7,2,3,1,49.0,33.0,1.0,0.0,0.0,1.0,1.0,8546.185684856286,8366.697412811624,13,0.0,1.0,1.0,196858
325,110,4,0,0,0,1,60.0,25.0,1.0,0.0,0.0,1.0,1.0,32867.76943012257,3768.908974036224,22,0.0,1.0,1.0,347914
326,110,29,1,1,1,1,48.0,31.0,0.0,0.0,1.0,1.0,1.0,51755.33698287574,30558.223142539588,7,1.0,1.0,0.0,171801
327,110,3,1,1,1,1,94.0,37.0,0.0,1.0,0.0,1.0,1.0,40730.30672628753,5638.700780742376,18,1.0,1.0,1.0,281259
328,110,18,1,1,1,1,79.0,37.0,0.0,1.0,0.0,1.0,1.0,13380.0628940344,7310.3804157137,23,1.0,1.0,1.0,201759
329,110,41,1,1,1,1,70.0,48.0,0.0,1.0,1.0,0.0,1.0,27586.979297582344,8663.715304456777,27,1.0,1.0,1.0,135002
330,110,15,2,1,1,1,63.0,36.0,1.0,0.0,0.0,0.0,1.0,26115.207504336744,3506.8064895081066,18,0.0,1.0,1.0,276572
331,110,37,2,2,1,1,76.0,39.0,0.0,1.0,1.0,1.0,1.0,15084.285360745062,8377.677286626835,26,1.0,1.0,1.0,130244
332,110,21,2,2,1,1,12.0,9.0,0.0,1.0,0.0,0.0,0.0,204532.36337317605,29847.314661673397,1,0.0,1.0,0.0,210025
333,110,40,1,1,1,1,45.0,31.0,0.0,0.0,1.0,1.0,1.0,50413.64475323251,32999.00821068937,9,1.0,1.0,0.0,179641
334,110,51,4,1,2,1,68.0,29.0,0.0,0.0,0.0,1.0,1.0,12573.76887861652,3689.573412338955,10,0.0,1.0,1.0,204007
335,110,29,1,0,1,1,48.0,31.0,0.0,0.0,1.0,1.0,1.0,51755.33698287574,30558.223142539588,7,1.0,1.0,0.0,156486
336,110,46,4,2,2,0,56.0,27.0,1.0,0.0,0.0,1.0,1.0,14749.577313647986,9886.72600675343,5,1.0,1.0,0.0,174128
337,110,11,3,2,2,1,59.0,31.0,0.0,1.0,0.0,0.0,1.0,9868.268989572396,6996.5825803118005,13,1.0,1.0,1.0,298474
338,110,45,2,4,2,1,46.0,29.0,0.0,0.0,1.0,1.0,1.0,41434.90835048348,31168.21035815685,8,1.0,1.0,0.0,161121
339,110,41,3,2,2,0,13.0,17.0,0.0,1.0,1.0,1.0,1.0,43877.938169256566,29323.624254045673,6,1.0,0.0,0.0,183080
340,110,49,2,2,1,0,10.0,10.0,0.0,1.0,0.0,1.0,0.0,4706.6639323771105,7082.401413036317,5,0.0,1.0,0.0,166199
341,110,51,4,2,2,0,60.0,25.0,1.0,0.0,0.0,0.0,1.0,67098.34984928767,25527.653434622785,3,0.0,1.0,1.0,257913
342,110,36,3,2,2,0,10.0,15.0,0.0,1.0,1.0,1.0,1.0,6391.383315508163,9308.083289050965,4,1.0,1.0,0.0,175365
343,110,3,1,1,1,1,94.0,37.0,0.0,1.0,0.0,1.0,1.0,40730.30672628753,5638.700780742376,18,1.0,1.0,1.0,290877
344,110,3,0,0,0,1,54.0,28.0,1.0,0.0,0.0,1.0,1.0,13479.49000894732,9971.80255136629,5,1.0,1.0,0.0,299470
345,110,36,3,2,2,1,63.0,26.0,1.0,0.0,0.0,1.0,1.0,30788.85422729239,8690.140705661523,3,0.0,1.0,0.0,225161
346,110,39,1,1,1,1,37.0,29.0,0.0,1.0,0.0,1.0,1.0,5486.637775142871,10486.590233843355,10,0.0,1.0,1.0,172456
347,110,40,2,1,1,1,67.0,41.0,0.0,1.0,1.0,0.0,0.0,54080.74520840983,25340.20057261368,15,1.0,1.0,0.0,188735
348,110,41,4,2,2,0,38.0,12.0,1.0,0.0,1.0,1.0,1.0,16656.89391465049,6384.56286741656,10,1.0,1.0,1.0,206815
349,110,6,1,1,1,1,37.0,21.0,1.0,1.0,0.0,1.0,1.0,36608.377939536644,5155.754974771144,6,0.0,1.0,1.0,272076
350,110,37,1,1,1,1,63.0,44.0,1.0,1.0,0.0,1.0,1.0,13002.178907765516,7824.050064609662,20,1.0,1.0,1.0,213873
351,110,44,1,1,1,1,49.0,32.0,0.0,1.0,1.0,0.0,1.0,36742.52075823278,20180.900023641832,20,1.0,1.0,0.0,157034
352,110,39,1,1,1,1,69.0,48.0,0.0,1.0,1.0,0.0,1.0,46442.693978751915,13979.516009341538,24,1.0,1.0,1.0,155968
353,110,49,3,2,1,0,18.0,20.0,0.0,1.0,0.0,1.0,0.0,6514.986682450388,7269.956128209885,7,0.0,1.0,0.0,268962
354,110,38,3,2,1,1,79.0,30.0,1.0,0.0,0.0,0.0,1.0,10091.280098548126,1730.9455676903542,5,0.0,1.0,1.0,242073
355,110,51,2,1,1,0,49.0,26.0,1.0,0.0,0.0,1.0,1.0,68318.85870458017,29346.93560052484,3,0.0,1.0,1.0,228898
356,110,37,0,1,1,1,76.0,45.0,0.0,0.0,1.0,0.0,0.0,47577.083323269006,24786.855748698927,13,1.0,1.0,0.0,172623
357,110,53,4,2,3,0,43.0,25.0,0.0,0.0,1.0,1.0,1.0,6414.726918554519,16880.78299360647,9,1.0,1.0,0.0,210852
358,110,34,2,1,2,1,60.0,31.0,0.0,1.0,1.0,1.0,1.0,39931.306410532896,24468.389652842343,10,1.0,1.0,1.0,198585
359,110,51,7,3,3,0,72.0,29.0,0.0,1.0,0.0,1.0,1.0,10592.463738512288,7197.528364083515,13,1.0,1.0,1.0,259516
360,110,34,3,2,2,0,38.0,29.0,0.0,1.0,1.0,1.0,1.0,18602.190681356627,20835.957827104474,11,1.0,0.0,1.0,182510
361,110,11,1,1,1,1,7.0,13.0,0.0,1.0,1.0,0.0,0.0,46207.13839492705,52701.1969437911,4,0.0,1.0,1.0,279392
362,110,37,3,2,1,1,59.0,34.0,0.0,1.0,0.0,1.0,1.0,11426.13276506872,6283.2063100263,16,1.0,1.0,1.0,180617
363,110,34,3,2,1,0,10.0,15.0,0.0,1.0,1.0,1.0,1.0,13041.201136404568,12070.88790604269,6,1.0,0.0,0.0,164112
